scientific_name	rank	aphia_id	parent_name	parent_id	authority	status	kingdom	phylum	class	order	family	genus	classification
Kuckuckia	Genus	144103	Ectocarpaceae	143717	G.Hamel, 1939	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Ectocarpaceae	Kuckuckia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Ectocarpaceae - [Genus] Kuckuckia
Laminariocolax	Genus	144105	Chordariaceae	143680	Kylin, 1947	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Laminariocolax	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Laminariocolax
Mikrosyphar	Genus	144106	Chordariaceae	143680	Kuckuck, 1895	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Mikrosyphar	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Mikrosyphar
Phaeostroma	Genus	144107	Ectocarpaceae	143717	Kuckuck, 1893	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Ectocarpaceae	Phaeostroma	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Ectocarpaceae - [Genus] Phaeostroma
Pilinia	Genus	206450	Chordariaceae	143680	Kützing, 1843	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Pilinia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Pilinia
Pleurocladia	Genus	144109	Ectocarpaceae	143717	A.Braun, 1855	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Ectocarpaceae	Pleurocladia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Ectocarpaceae - [Genus] Pleurocladia
Spongonema	Genus	144110	Ectocarpaceae	143717	Kützing, 1849	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Ectocarpaceae	Spongonema	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Ectocarpaceae - [Genus] Spongonema
Streblonema	Genus	144111	Chordariaceae	143680	Derbès & Solier, 1851	unaccepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Streblonema	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Streblonema
Petroderma	Genus	144115	Ralfsiaceae	143684	Kuckuck, 1897	accepted	Chromista	Ochrophyta	Phaeophyceae	Ralfsiales	Ralfsiaceae	Petroderma	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ralfsiales - [Family] Ralfsiaceae - [Genus] Petroderma
Sorapion	Genus	144116	Scytosiphonaceae	143777	Kuckuck, 1894	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Scytosiphonaceae	Sorapion	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Scytosiphonaceae - [Genus] Sorapion
Botrytella	Genus	144119	Chordariaceae	143680	Bory de Saint-Vincent, 1822	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Botrytella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Botrytella
Fucophycidae	Subclass	1304856	Phaeophyceae	830	Cavalier-Smith, 1986	accepted	Chromista	Ochrophyta	Phaeophyceae				[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Fucophycidae
Fucales	Order	844	Fucophycidae	1304856	Bory de Saint-Vincent, 1827	accepted	Chromista	Ochrophyta	Phaeophyceae	Fucales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Fucophycidae - [Order] Fucales
Sargassaceae	Family	143725	Fucales	844	Kützing, 1843	accepted	Chromista	Ochrophyta	Phaeophyceae	Fucales	Sargassaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Fucophycidae - [Order] Fucales - [Family] Sargassaceae
Halidrys	Genus	144127	Sargassaceae	143725	Lyngbye, 1819	accepted	Chromista	Ochrophyta	Phaeophyceae	Fucales	Sargassaceae	Halidrys	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Fucophycidae - [Order] Fucales - [Family] Sargassaceae - [Genus] Halidrys
Fucaceae	Family	143723	Fucales	844	Adanson, 1763	accepted	Chromista	Ochrophyta	Phaeophyceae	Fucales	Fucaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Fucophycidae - [Order] Fucales - [Family] Fucaceae
Ascophyllum	Genus	144128	Fucaceae	143723	Stackhouse, 1809	accepted	Chromista	Ochrophyta	Phaeophyceae	Fucales	Fucaceae	Ascophyllum	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Fucophycidae - [Order] Fucales - [Family] Fucaceae - [Genus] Ascophyllum
Fucus	Genus	144129	Fucaceae	143723	Linnaeus, 1753	accepted	Chromista	Ochrophyta	Phaeophyceae	Fucales	Fucaceae	Fucus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Fucophycidae - [Order] Fucales - [Family] Fucaceae - [Genus] Fucus
Himanthaliaceae	Family	143724	Fucales	844	(Kjellman) De Toni, 1891	accepted	Chromista	Ochrophyta	Phaeophyceae	Fucales	Himanthaliaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Fucophycidae - [Order] Fucales - [Family] Himanthaliaceae
Himanthalia	Genus	144131	Himanthaliaceae	143724	Lyngbye, 1819	accepted	Chromista	Ochrophyta	Phaeophyceae	Fucales	Himanthaliaceae	Himanthalia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Fucophycidae - [Order] Fucales - [Family] Himanthaliaceae - [Genus] Himanthalia
Prasiolaceae	Family	143771	Prasiolales	820	Blackman & Tansley, 1902	accepted	Plantae	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolaceae		[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Trebouxiophyceae - [Order] Prasiolales - [Family] Prasiolaceae
Stichococcus	Genus	144193	Prasiolaceae	143771	Nägeli, 1849	accepted	Plantae	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolaceae	Stichococcus	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Trebouxiophyceae - [Order] Prasiolales - [Family] Prasiolaceae - [Genus] Stichococcus
Laminariales	Order	845	Phaeophyceae	830	Migula, 1909	accepted	Chromista	Ochrophyta	Phaeophyceae	Laminariales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Laminariales
Alariaceae	Family	143753	Laminariales	845	Setchell & Gardner, 1925	accepted	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Alariaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Laminariales - [Family] Alariaceae
Alaria	Genus	144194	Alariaceae	143753	Greville, 1830	accepted	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Alariaceae	Alaria	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Laminariales - [Family] Alariaceae - [Genus] Alaria
Undaria	Genus	144196	Alariaceae	143753	Suringar, 1873	accepted	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Alariaceae	Undaria	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Laminariales - [Family] Alariaceae - [Genus] Undaria
Chordaceae	Family	143754	Laminariales	845	Dumortier, 1822	accepted	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Chordaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Laminariales - [Family] Chordaceae
Chorda	Genus	144197	Chordaceae	143754	Stackhouse, 1797	accepted	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Chordaceae	Chorda	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Laminariales - [Family] Chordaceae - [Genus] Chorda
Tilopteridales	Order	22978	Phaeophyceae	830	Bessey, 1907	accepted	Chromista	Ochrophyta	Phaeophyceae	Tilopteridales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Tilopteridales
Halosiphonaceae	Family	368892	Tilopteridales	22978	T. Christensen, 1961	accepted	Chromista	Ochrophyta	Phaeophyceae	Tilopteridales	Halosiphonaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Tilopteridales - [Family] Halosiphonaceae
Halosiphon	Genus	144198	Halosiphonaceae	368892	Jaasund, 1957	accepted	Chromista	Ochrophyta	Phaeophyceae	Tilopteridales	Halosiphonaceae	Halosiphon	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Tilopteridales - [Family] Halosiphonaceae - [Genus] Halosiphon
Laminariaceae	Family	143755	Laminariales	845	Bory, 1827	accepted	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Laminariales - [Family] Laminariaceae
Laminaria	Genus	144199	Laminariaceae	143755	J.V. Lamouroux, 1813	accepted	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Laminaria	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Laminariales - [Family] Laminariaceae - [Genus] Laminaria
Phaeophilaceae	Family	143764	Ulvales	827	D.F. Chappell, C.J. O'Kelly, L.W. Wilcox & G.L. Floyd, 1990	accepted	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Phaeophilaceae		[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Ulvophyceae - [Order] Ulvales - [Family] Phaeophilaceae
Phaeophila	Genus	144222	Phaeophilaceae	143764	Hauck, 1876	accepted	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Phaeophilaceae	Phaeophila	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Ulvophyceae - [Order] Ulvales - [Family] Phaeophilaceae - [Genus] Phaeophila
Prasiola	Genus	144234	Prasiolaceae	143771	Meneghini, 1838	accepted	Plantae	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolaceae	Prasiola	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Trebouxiophyceae - [Order] Prasiolales - [Family] Prasiolaceae - [Genus] Prasiola
Rosenvingiella	Genus	144235	Prasiolaceae	143771	P.C.Silva, 1957	accepted	Plantae	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolaceae	Rosenvingiella	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Trebouxiophyceae - [Order] Prasiolales - [Family] Prasiolaceae - [Genus] Rosenvingiella
Colpomenia	Genus	144253	Scytosiphonaceae	143777	(Endlicher) Derbès & Solier, 1851	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Scytosiphonaceae	Colpomenia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Scytosiphonaceae - [Genus] Colpomenia
Petalonia	Genus	144257	Scytosiphonaceae	143777	Derbès & Solier, 1850	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Scytosiphonaceae	Petalonia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Scytosiphonaceae - [Genus] Petalonia
Scytosiphon	Genus	144259	Scytosiphonaceae	143777	C.Agardh, 1820	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Scytosiphonaceae	Scytosiphon	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Scytosiphonaceae - [Genus] Scytosiphon
Symphyocarpus	Genus	144260	Scytosiphonaceae	143777	Rosenvinge, 1893	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Scytosiphonaceae	Symphyocarpus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Scytosiphonaceae - [Genus] Symphyocarpus
Cladostephaceae	Family	599702	Sphacelariales	1028		accepted	Chromista	Ochrophyta	Phaeophyceae	Sphacelariales	Cladostephaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Dictyotophycidae - [Order] Sphacelariales - [Family] Cladostephaceae
Cladostephus	Genus	144271	Cladostephaceae	599702	C.Agardh, 1817	accepted	Chromista	Ochrophyta	Phaeophyceae	Sphacelariales	Cladostephaceae	Cladostephus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Dictyotophycidae - [Order] Sphacelariales - [Family] Cladostephaceae - [Genus] Cladostephus
Sphacelariaceae	Family	143782	Sphacelariales	1028	Decaisne, 1842	accepted	Chromista	Ochrophyta	Phaeophyceae	Sphacelariales	Sphacelariaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Dictyotophycidae - [Order] Sphacelariales - [Family] Sphacelariaceae
Sphacelaria	Genus	144272	Sphacelariaceae	143782	Lyngbye, 1818	accepted	Chromista	Ochrophyta	Phaeophyceae	Sphacelariales	Sphacelariaceae	Sphacelaria	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Dictyotophycidae - [Order] Sphacelariales - [Family] Sphacelariaceae - [Genus] Sphacelaria
Sporochnales	Order	22976	Phaeophyceae	830	Sauvageau, 1926	accepted	Chromista	Ochrophyta	Phaeophyceae	Sporochnales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Sporochnales
Sporochnaceae	Family	143785	Sporochnales	22976	Greville, 1830	accepted	Chromista	Ochrophyta	Phaeophyceae	Sporochnales	Sporochnaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Sporochnales - [Family] Sporochnaceae
Sporochnus	Genus	144279	Sporochnaceae	143785	C.Agardh, 1817	accepted	Chromista	Ochrophyta	Phaeophyceae	Sporochnales	Sporochnaceae	Sporochnus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Sporochnales - [Family] Sporochnaceae - [Genus] Sporochnus
Tilopteridaceae	Family	143788	Tilopteridales	22978	Kjellman, 1890	accepted	Chromista	Ochrophyta	Phaeophyceae	Tilopteridales	Tilopteridaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Tilopteridales - [Family] Tilopteridaceae
Haplospora	Genus	144282	Tilopteridaceae	143788	Kjellman, 1872	accepted	Chromista	Ochrophyta	Phaeophyceae	Tilopteridales	Tilopteridaceae	Haplospora	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Tilopteridales - [Family] Tilopteridaceae - [Genus] Haplospora
Tilopteris	Genus	144283	Tilopteridaceae	143788	Kützing, 1849	accepted	Chromista	Ochrophyta	Phaeophyceae	Tilopteridales	Tilopteridaceae	Tilopteris	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Tilopteridales - [Family] Tilopteridaceae - [Genus] Tilopteris
Eugomontia	Genus	144286	Gomontiaceae	196248	Kornmann, 1960	accepted	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Gomontiaceae	Eugomontia	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Ulvophyceae - [Order] Ulotrichales - [Family] Gomontiaceae - [Genus] Eugomontia
